subject,rt,sex,native_language,answer,frequency,class
K,6.079933,F,English,correct,7.77191,animal
K,6.165418,F,English,correct,5.880533,animal
K,6.45677,F,English,correct,4.75359,plant
K,6.190315,F,English,correct,4.997212,plant
K,6.35437,F,English,correct,5.700444,animal
K,6.357842,F,English,correct,3.970292,animal
K,6.529419,F,English,correct,3.555348,plant
K,6.324359,F,English,correct,4.127134,plant
K,6.313548,F,English,correct,4.204693,plant
K,6.240276,F,English,correct,3.044522,plant
K,5.988961,F,English,correct,5.545177,plant
K,6.033086,F,English,correct,6.660575,animal
K,5.953243,F,English,correct,4.60517,animal
K,6.037871,F,English,correct,5.298317,animal
K,6.152733,F,English,correct,2.833213,plant
K,6.095825,F,English,correct,6.120297,animal
K,6.077642,F,English,correct,5.023881,plant
K,6.077642,F,English,correct,1.791759,plant
K,6.016157,F,English,correct,5.214936,animal
K,6.177944,F,English,correct,2.484907,plant
K,6.493754,F,English,correct,3.637586,animal
K,6.289716,F,English,correct,4.418841,animal
K,6.486161,F,English,correct,7.667626,animal
K,6.122493,F,English,correct,4.442651,plant
K,6.09131,F,English,correct,5.347108,animal
K,6.398595,F,English,correct,4.624973,animal
M1,6.061457,F,English,correct,4.727388,plant
M1,6.107023,F,English,correct,3.951244,animal
M1,6.322565,F,English,correct,4.204693,plant
M1,6.357842,F,English,correct,3.970292,animal
M1,6.120297,F,English,correct,5.117994,animal
M1,6.100319,F,English,correct,6.109248,animal
M1,6.063785,F,English,correct,2.995732,animal
M1,6.267201,F,English,correct,4.043051,animal
M1,6.137727,F,English,correct,5.545177,plant
M1,6.200509,F,English,correct,5.880533,animal
M1,6.214608,F,English,correct,5.587249,plant
M1,6.391917,F,English,correct,4.418841,animal
M1,6.095825,F,English,correct,5.783825,animal
M1,6.163315,F,English,correct,5.805135,animal
M1,6.287859,F,English,correct,3.637586,animal
M1,6.150603,F,English,correct,7.77191,animal
M1,6.126869,F,English,correct,6.120297,animal
M1,6.102559,F,English,correct,6.098074,animal
M1,6.148468,F,English,correct,4.997212,plant
M1,6.066108,F,English,correct,4.962845,animal
M1,6.150603,F,English,correct,5.267858,animal
M1,6.040255,F,English,correct,4.60517,animal
M1,6.075346,F,English,correct,5.129899,animal
M1,6.113682,F,English,correct,6.304449,plant
M1,6.144186,F,English,incorrect,4.615121,animal
M1,6.291569,F,English,correct,6.063785,animal
M1,6.196444,F,English,correct,5.918894,animal
M1,6.356108,F,English,correct,6.59987,animal
M1,6.156979,F,English,correct,5.537334,plant
M1,6.011267,F,English,incorrect,2.079442,plant
M1,6.390241,F,English,correct,4.624973,animal
M1,6.173786,F,English,correct,4.812184,plant
M1,6.137727,F,English,correct,5.541264,animal
M1,6.035481,F,English,correct,3.044522,plant
M1,6.066108,F,English,correct,4.976734,plant
M1,6.347389,F,English,correct,3.044522,animal
M1,6.126869,F,English,correct,6.461468,plant
M1,6.244167,F,English,correct,4.844187,animal
M1,6.148468,F,English,correct,6.378426,plant
M1,6.263398,F,English,correct,3.332205,plant
M1,6.122493,F,English,correct,3.988984,plant
M1,6.037871,F,English,correct,3.828641,plant
M1,6.182085,F,English,correct,4.442651,plant
M1,6.309918,F,English,correct,4.49981,plant
M1,6.244167,F,English,correct,2.484907,plant
M1,6.118097,F,English,correct,4.454347,plant
M1,6.175867,F,English,correct,4.060443,plant
M1,6.184149,F,English,correct,3.663562,plant
M1,6.135565,F,English,correct,2.833213,plant
M1,6.066108,F,English,correct,7.086738,animal
M1,6.054439,F,English,correct,3.044522,plant
M1,7.05445,F,English,correct,5.023881,plant
M1,6.244167,F,English,correct,5.214936,animal
M1,6.077642,F,English,correct,3.555348,plant
M1,6.113682,F,English,correct,4.70953,animal
M1,6.139885,F,English,correct,6.228511,animal
M1,6.139885,F,English,correct,5.631212,plant
M1,6.280396,F,English,correct,2.890372,animal
M1,6.089045,F,English,correct,4.859812,animal
M1,6.077642,F,English,correct,6.577861,animal
M1,6.033086,F,English,correct,5.652489,animal
M1,5.940171,F,English,correct,4.59512,plant
M1,6.326149,F,English,correct,4.248495,animal
M1,6.056784,F,English,correct,3.332205,animal
M1,6.309918,F,English,correct,3.663562,plant
M1,6.084499,F,English,incorrect,1.791759,plant
M1,6.173786,F,English,correct,6.660575,animal
M1,6.156979,F,English,correct,2.70805,animal
M1,6.175867,F,English,correct,5.298317,animal
M1,6.070738,F,English,correct,5.700444,animal
M1,6.056784,F,English,correct,5.347108,animal
M1,6.293419,F,English,correct,2.484907,plant
M1,6.122493,F,English,correct,3.433987,plant
M1,5.998937,F,English,correct,7.667626,animal
M1,6.131226,F,English,correct,5.192957,plant
M1,6.154858,F,English,correct,4.75359,plant
M1,6.161207,F,English,correct,4.007333,animal
M1,6.302619,F,English,correct,4.127134,plant
M1,6.329721,F,English,correct,4.682131,animal
M2,6.848005,F,Other,incorrect,2.484907,plant
M2,6.575076,F,Other,correct,4.442651,plant
M2,6.505784,F,Other,correct,6.461468,plant
M2,6.444131,F,Other,correct,5.192957,plant
M2,6.444131,F,Other,correct,5.541264,animal
M2,6.364751,F,Other,correct,3.044522,plant
M2,6.828712,F,Other,correct,4.615121,animal
M2,6.727432,F,Other,correct,1.791759,plant
M2,6.413459,F,Other,correct,3.663562,plant
M2,6.598509,F,Other,correct,5.918894,animal
M2,6.388561,F,Other,correct,6.59987,animal
M2,6.475433,F,Other,correct,4.454347,plant
M2,6.429719,F,Other,correct,4.859812,animal
M2,6.280396,F,Other,correct,4.812184,plant
M2,6.361302,F,Other,correct,6.577861,animal
M2,6.782192,F,Other,correct,3.044522,plant
M2,7.019297,F,Other,correct,4.682131,animal
M2,6.698268,F,Other,correct,3.433987,plant
M2,6.284134,F,Other,correct,5.129899,animal
M2,6.603944,F,Other,correct,2.70805,animal
M2,6.43935,F,Other,correct,5.545177,plant
M2,7.002156,F,Other,correct,4.043051,animal
M2,6.768493,F,Other,correct,6.063785,animal
M2,6.453625,F,Other,correct,5.652489,animal
M2,6.476972,F,Other,correct,4.844187,animal
M2,6.282267,F,Other,correct,5.805135,animal
M2,6.53814,F,Other,correct,2.833213,plant
M2,6.242223,F,Other,correct,6.660575,animal
M2,6.280396,F,Other,correct,4.976734,plant
M2,6.511745,F,Other,correct,2.484907,plant
M2,6.309918,F,Other,correct,5.587249,plant
M2,6.674561,F,Other,correct,4.49981,plant
M2,6.380123,F,Other,correct,7.667626,animal
M2,6.313548,F,Other,correct,4.727388,plant
M2,6.257668,F,Other,correct,5.117994,animal
M2,6.71174,F,Other,incorrect,4.624973,animal
M2,6.336826,F,Other,correct,5.700444,animal
M2,6.542472,F,Other,correct,5.631212,plant
M2,7.443664,F,Other,correct,3.332205,plant
M2,7.40367,F,Other,correct,3.637586,animal
M2,6.680855,F,Other,correct,3.663562,plant
M2,7.314553,F,Other,correct,4.70953,animal
M2,6.648985,F,Other,correct,5.298317,animal
M2,6.864848,F,Other,correct,4.204693,plant
M2,6.769642,F,Other,correct,3.555348,plant
M2,6.272877,F,Other,correct,5.347108,animal
M2,6.472346,F,Other,correct,4.962845,animal
M2,6.23637,F,Other,correct,6.378426,plant
M2,6.298949,F,Other,correct,6.120297,animal
M2,6.444131,F,Other,correct,5.880533,animal
M2,6.297109,F,Other,correct,6.109248,animal
M2,6.2186,F,Other,correct,4.997212,plant
M2,6.257668,F,Other,correct,5.783825,animal
M2,6.09357,F,Other,correct,5.267858,animal
M2,6.340359,F,Other,correct,4.127134,plant
M2,6.553933,F,Other,correct,3.044522,animal
M2,6.862758,F,Other,incorrect,4.418841,animal
M2,6.553933,F,Other,incorrect,2.079442,plant
M2,6.421622,F,Other,correct,7.77191,animal
M2,6.200509,F,Other,correct,5.023881,plant
M2,6.380123,F,Other,correct,5.214936,animal
M2,6.679599,F,Other,correct,3.332205,animal
M2,6.390241,F,Other,correct,6.304449,plant
M2,6.44572,F,Other,correct,4.75359,plant
M2,6.415097,F,Other,correct,4.060443,plant
M2,6.322565,F,Other,correct,5.537334,plant
M2,6.520621,F,Other,correct,6.228511,animal
M2,6.39693,F,Other,correct,3.970292,animal
M2,6.388561,F,Other,correct,3.951244,animal
M2,6.278521,F,Other,correct,7.086738,animal
M2,6.293419,F,Other,correct,4.60517,animal
M2,6.562444,F,Other,correct,3.828641,plant
M2,6.565265,F,Other,correct,4.007333,animal
M2,7.113142,F,Other,correct,2.995732,animal
M2,7.07327,F,Other,correct,4.248495,animal
M2,6.431331,F,Other,correct,4.59512,plant
M2,6.842683,F,Other,correct,2.890372,animal
M2,6.285998,F,Other,correct,3.988984,plant
M2,6.452049,F,Other,correct,6.098074,animal
P,7.005789,F,Other,incorrect,2.70805,animal
P,6.403574,F,Other,correct,3.988984,plant
P,6.466145,F,Other,correct,5.652489,animal
P,6.44254,F,Other,correct,4.418841,animal
P,6.398595,F,Other,correct,5.298317,animal
P,6.204558,F,Other,correct,6.120297,animal
P,6.33328,F,Other,correct,4.615121,animal
P,6.658011,F,Other,correct,4.70953,animal
P,6.380123,F,Other,correct,4.442651,plant
P,6.335054,F,Other,correct,5.117994,animal
P,6.302619,F,Other,correct,6.063785,animal
P,6.152733,F,Other,correct,6.304449,plant
P,6.259581,F,Other,correct,7.086738,animal
P,6.249975,F,Other,correct,4.204693,plant
P,6.278521,F,Other,correct,6.098074,animal
P,6.532334,F,Other,correct,4.997212,plant
P,6.224558,F,Other,correct,6.228511,animal
P,6.795706,F,Other,correct,3.637586,animal
P,6.2186,F,Other,correct,6.577861,animal
P,6.466145,F,Other,correct,3.555348,plant
P,6.327937,F,Other,correct,3.044522,plant
P,6.758095,F,Other,correct,4.248495,animal
P,6.388561,F,Other,correct,6.660575,animal
P,6.467699,F,Other,correct,3.663562,plant
P,6.411818,F,Other,correct,3.433987,plant
P,6.347389,F,Other,correct,4.060443,plant
P,6.369901,F,Other,correct,7.77191,animal
P,6.624065,F,Other,correct,4.727388,plant
P,6.43615,F,Other,correct,4.859812,animal
P,6.202536,F,Other,correct,4.60517,animal
P,6.304449,F,Other,correct,5.267858,animal
P,6.423247,F,Other,correct,5.541264,animal
P,6.761573,F,Other,correct,3.332205,animal
P,6.867974,F,Other,correct,2.079442,plant
P,6.49224,F,Other,correct,4.844187,animal
P,6.55108,F,Other,correct,4.624973,animal
P,6.444131,F,Other,correct,5.880533,animal
P,6.282267,F,Other,correct,4.127134,plant
P,6.447306,F,Other,correct,2.833213,plant
P,6.352629,F,Other,correct,4.976734,plant
P,6.642487,F,Other,correct,3.332205,plant
P,7.085901,F,Other,correct,2.995732,animal
P,6.437752,F,Other,correct,5.537334,plant
P,6.259581,F,Other,correct,6.378426,plant
P,6.326149,F,Other,correct,4.962845,animal
P,6.270988,F,Other,correct,3.828641,plant
P,6.326149,F,Other,correct,2.484907,plant
P,6.774224,F,Other,correct,4.043051,animal
P,6.278521,F,Other,correct,5.347108,animal
P,6.276643,F,Other,correct,4.75359,plant
P,6.317165,F,Other,correct,7.667626,animal
P,6.285998,F,Other,correct,5.129899,animal
P,6.51323,F,Other,correct,5.587249,plant
P,6.359574,F,Other,correct,4.682131,animal
P,6.498282,F,Other,correct,5.214936,animal
P,6.297109,F,Other,correct,4.812184,plant
P,6.171701,F,Other,correct,6.461468,plant
P,6.177944,F,Other,correct,4.59512,plant
P,6.295266,F,Other,correct,5.023881,plant
P,6.428105,F,Other,correct,5.700444,animal
P,6.562444,F,Other,correct,2.484907,plant
P,6.327937,F,Other,correct,5.545177,plant
P,6.824374,F,Other,correct,4.49981,plant
P,6.364751,F,Other,correct,5.631212,plant
P,6.937314,F,Other,correct,3.044522,animal
P,6.507278,F,Other,correct,5.805135,animal
P,6.608001,F,Other,correct,3.663562,plant
P,6.483107,F,Other,correct,3.951244,animal
P,6.338594,F,Other,correct,6.59987,animal
P,6.318968,F,Other,correct,5.918894,animal
P,6.364751,F,Other,correct,1.791759,plant
P,6.461468,F,Other,correct,3.970292,animal
P,6.317165,F,Other,correct,5.783825,animal
P,6.452049,F,Other,correct,4.007333,animal
P,6.532334,F,Other,correct,2.890372,animal
P,6.508769,F,Other,correct,4.454347,plant
P,6.240276,F,Other,correct,3.044522,plant
P,6.154858,F,Other,correct,5.192957,plant
P,6.20859,F,Other,correct,6.109248,animal
R1,6.194405,F,English,correct,5.700444,animal
R1,6.180017,F,English,correct,5.347108,animal
R1,6.40688,F,English,correct,2.484907,plant
R1,6.276643,F,English,correct,5.783825,animal
R1,6.163315,F,English,correct,5.267858,animal
R1,6.336826,F,English,correct,3.433987,plant
R1,6.257668,F,English,correct,6.109248,animal
R1,6.198479,F,English,correct,3.332205,animal
R1,6.133398,F,English,correct,4.844187,animal
R1,6.180017,F,English,correct,5.652489,animal
R1,6.161207,F,English,correct,4.060443,plant
R1,5.981414,F,English,correct,4.204693,plant
R1,6.177944,F,English,correct,4.615121,animal
R1,6.234411,F,English,correct,4.859812,animal
R1,6.390241,F,English,correct,4.962845,animal
R1,6.274762,F,English,correct,4.976734,plant
R1,6.198479,F,English,incorrect,6.228511,animal
R1,6.202536,F,English,correct,4.442651,plant
R1,6.234411,F,English,correct,5.023881,plant
R1,6.276643,F,English,correct,3.828641,plant
R1,6.115892,F,English,incorrect,3.637586,animal
R1,6.313548,F,English,correct,3.663562,plant
R1,6.282267,F,English,correct,3.663562,plant
R1,6.650279,F,English,correct,3.951244,animal
R1,6.33328,F,English,correct,4.043051,animal
R1,6.391917,F,English,correct,6.098074,animal
R1,6.144186,F,English,correct,6.59987,animal
R1,6.244167,F,English,correct,2.079442,plant
R1,6.212606,F,English,correct,3.988984,plant
R1,6.514713,F,English,correct,2.995732,animal
R1,6.50279,F,English,incorrect,4.418841,animal
R1,6.289716,F,English,correct,4.454347,plant
R1,6.408529,F,English,correct,4.70953,animal
R1,6.293419,F,English,correct,4.997212,plant
R1,6.280396,F,English,correct,3.332205,plant
R1,6.278521,F,English,correct,6.304449,plant
R1,6.131226,F,English,correct,4.812184,plant
R1,7.425358,F,English,correct,3.555348,plant
R1,6.44572,F,English,correct,6.461468,plant
R1,6.633318,F,English,correct,4.248495,animal
R1,6.93537,F,English,correct,4.727388,plant
R1,6.39693,F,English,correct,5.541264,animal
R1,6.6995,F,English,correct,4.60517,animal
R1,6.298949,F,English,correct,4.682131,animal
R1,6.315358,F,English,correct,4.49981,plant
R1,6.272877,F,English,correct,5.192957,plant
R1,6.200509,F,English,correct,5.545177,plant
R1,6.322565,F,English,correct,5.214936,animal
R1,6.263398,F,English,correct,3.044522,plant
R1,6.232448,F,English,correct,4.127134,plant
R1,6.368187,F,English,correct,7.667626,animal
R1,6.171701,F,English,correct,2.833213,plant
R1,6.562444,F,English,correct,5.918894,animal
R1,6.335054,F,English,correct,6.660575,animal
R1,6.228511,F,English,correct,5.805135,animal
R1,6.144186,F,English,correct,5.117994,animal
R1,6.226537,F,English,correct,5.880533,animal
R1,6.265301,F,English,correct,4.624973,animal
R1,6.361302,F,English,correct,6.120297,animal
R1,6.514713,F,English,incorrect,3.044522,animal
R1,6.297109,F,English,correct,3.970292,animal
R1,6.280396,F,English,correct,7.77191,animal
R1,6.52503,F,English,correct,7.086738,animal
R1,6.173786,F,English,correct,4.59512,plant
R1,6.291569,F,English,correct,5.587249,plant
R1,6.315358,F,English,correct,4.75359,plant
R1,6.287859,F,English,correct,5.298317,animal
R1,6.165418,F,English,correct,6.577861,animal
R1,6.300786,F,English,correct,5.631212,plant
R1,6.09131,F,English,correct,2.70805,animal
R1,6.135565,F,English,incorrect,2.890372,animal
R1,6.274762,F,English,correct,3.044522,plant
R1,6.302619,F,English,correct,1.791759,plant
R1,6.490724,F,English,correct,6.378426,plant
R1,6.212606,F,English,correct,5.537334,plant
R1,6.200509,F,English,correct,6.063785,animal
R1,6.171701,F,English,correct,2.484907,plant
R1,6.025866,F,English,correct,5.129899,animal
R1,6.263398,F,English,correct,4.007333,animal
R2,6.410175,M,English,correct,5.298317,animal
R2,6.423247,M,English,correct,5.023881,plant
R2,6.510258,M,English,correct,2.890372,animal
R2,6.349139,M,English,correct,5.880533,animal
R2,6.51323,M,English,correct,3.637586,animal
R2,6.398595,M,English,correct,6.120297,animal
R2,6.410175,M,English,correct,4.75359,plant
R2,6.359574,M,English,correct,3.332205,plant
R2,6.302619,M,English,correct,5.631212,plant
R2,6.669498,M,English,correct,6.109248,animal
R2,6.447306,M,English,correct,4.007333,animal
R2,6.618739,M,English,correct,4.615121,animal
R2,6.352629,M,English,correct,7.086738,animal
R2,6.54103,M,English,correct,4.043051,animal
R2,6.287859,M,English,correct,5.541264,animal
R2,6.390241,M,English,correct,5.537334,plant
R2,6.405228,M,English,correct,6.063785,animal
R2,6.356108,M,English,correct,6.59987,animal
R2,6.311735,M,English,correct,3.828641,plant
R2,6.315358,M,English,correct,5.918894,animal
R2,6.393591,M,English,correct,3.555348,plant
R2,6.55108,M,English,correct,5.783825,animal
R2,6.582025,M,English,correct,4.962845,animal
R2,6.642487,M,English,correct,6.378426,plant
R2,6.927558,M,English,correct,2.484907,plant
R2,6.405228,M,English,correct,6.660575,animal
R2,6.666957,M,English,correct,4.127134,plant
R2,6.646391,M,English,correct,7.77191,animal
R2,6.591674,M,English,correct,3.044522,plant
R2,6.50129,M,English,correct,5.545177,plant
R2,6.536692,M,English,correct,4.976734,plant
R2,6.434547,M,English,correct,6.577861,animal
R2,6.50129,M,English,correct,4.682131,animal
R2,6.347389,M,English,correct,4.442651,plant
R2,6.461468,M,English,correct,2.70805,animal
R2,6.565265,M,English,correct,4.844187,animal
R2,6.416732,M,English,correct,3.044522,plant
R2,6.352629,M,English,correct,4.997212,plant
R2,6.532334,M,English,correct,3.970292,animal
R2,6.584791,M,English,correct,4.624973,animal
R2,6.398595,M,English,correct,3.988984,plant
R2,6.272877,M,English,correct,5.700444,animal
R2,6.584791,M,English,correct,4.59512,plant
R2,6.385194,M,English,correct,5.347108,animal
R2,6.408529,M,English,correct,4.727388,plant
R2,6.72022,M,English,correct,4.49981,plant
R2,6.690842,M,English,correct,2.484907,plant
R2,6.505784,M,English,correct,6.461468,plant
R2,6.424869,M,English,correct,6.098074,animal
R2,6.369901,M,English,correct,5.652489,animal
R2,6.49224,M,English,correct,6.228511,animal
R2,6.822197,M,English,correct,3.663562,plant
R2,6.467699,M,English,correct,3.332205,animal
R2,6.238325,M,English,correct,5.587249,plant
R2,6.378426,M,English,correct,4.859812,animal
R2,6.461468,M,English,correct,4.70953,animal
R2,6.552508,M,English,correct,4.418841,animal
R2,6.65544,M,English,correct,2.079442,plant
R2,6.300786,M,English,correct,7.667626,animal
R2,6.903747,M,English,correct,4.812184,plant
R2,6.605298,M,English,correct,4.248495,animal
R2,6.447306,M,English,correct,5.117994,animal
R2,6.577861,M,English,correct,4.454347,plant
R2,6.388561,M,English,correct,2.833213,plant
R2,6.39693,M,English,correct,3.951244,animal
R2,6.401917,M,English,correct,5.192957,plant
R2,6.380123,M,English,correct,5.129899,animal
R2,6.584791,M,English,correct,3.044522,animal
R2,6.419995,M,English,correct,2.995732,animal
R2,6.475433,M,English,correct,5.214936,animal
R2,6.322565,M,English,correct,4.60517,animal
R2,6.632002,M,English,correct,4.060443,plant
R2,6.284134,M,English,correct,1.791759,plant
R2,6.561031,M,English,correct,3.663562,plant
R2,6.47851,M,English,correct,4.204693,plant
R2,6.350886,M,English,correct,5.805135,animal
R2,6.142037,M,English,correct,6.304449,plant
R2,6.476972,M,English,correct,3.433987,plant
R2,6.331502,M,English,correct,5.267858,animal
R3,6.799056,M,English,correct,6.109248,animal
R3,6.345636,M,English,correct,5.631212,plant
R3,6.265301,M,English,correct,3.637586,animal
R3,6.047372,M,English,correct,7.667626,animal
R3,6.302619,M,English,correct,5.298317,animal
R3,6.693324,M,English,correct,4.624973,animal
R3,6.693324,M,English,correct,4.60517,animal
R3,6.835185,M,English,correct,4.248495,animal
R3,6.329721,M,English,correct,4.204693,plant
R3,6.293419,M,English,correct,5.537334,plant
R3,6.345636,M,English,correct,6.098074,animal
R3,6.329721,M,English,correct,4.043051,animal
R3,6.126869,M,English,correct,3.332205,animal
R3,6.473891,M,English,correct,3.970292,animal
R3,6.635947,M,English,correct,4.442651,plant
R3,6.188264,M,English,correct,5.117994,animal
R3,6.234411,M,English,correct,4.844187,animal
R3,6.313548,M,English,correct,4.59512,plant
R3,6.212606,M,English,correct,6.228511,animal
R3,6.591674,M,English,correct,5.587249,plant
R3,6.687109,M,English,correct,5.214936,animal
R3,6.871091,M,English,correct,2.484907,plant
R3,6.614726,M,English,correct,3.663562,plant
R3,6.582025,M,English,correct,4.060443,plant
R3,6.533789,M,English,correct,3.044522,plant
R3,6.49224,M,English,correct,5.541264,animal
R3,6.400257,M,English,correct,4.812184,plant
R3,6.393591,M,English,correct,3.433987,plant
R3,6.472346,M,English,correct,6.577861,animal
R3,6.150603,M,English,correct,5.545177,plant
R3,6.626718,M,English,correct,3.663562,plant
R3,6.2186,M,English,correct,3.332205,plant
R3,6.472346,M,English,correct,4.859812,animal
R3,6.347389,M,English,correct,3.828641,plant
R3,6.480045,M,English,correct,5.129899,animal
R3,6.347389,M,English,correct,5.700444,animal
R3,6.884487,M,English,correct,4.615121,animal
R3,6.481577,M,English,correct,4.976734,plant
R3,6.335054,M,English,correct,4.997212,plant
R3,6.202536,M,English,correct,5.805135,animal
R3,6.375025,M,English,correct,7.086738,animal
R3,6.381816,M,English,correct,3.951244,animal
R3,6.175867,M,English,correct,5.918894,animal
R3,6.543912,M,English,correct,4.127134,plant
R3,6.180017,M,English,correct,3.044522,plant
R3,6.569481,M,English,correct,2.70805,animal
R3,6.331502,M,English,correct,6.304449,plant
R3,6.059123,M,English,correct,6.378426,plant
R3,6.150603,M,English,correct,5.783825,animal
R3,6.356108,M,English,incorrect,3.044522,animal
R3,6.584791,M,English,correct,4.682131,animal
R3,6.57368,M,English,correct,5.267858,animal
R3,6.274762,M,English,correct,4.727388,plant
R3,6.375025,M,English,correct,6.063785,animal
R3,6.583409,M,English,correct,6.461468,plant
R3,6.498282,M,English,correct,2.079442,plant
R3,6.461468,M,English,correct,6.120297,animal
R3,6.376727,M,English,correct,3.988984,plant
R3,6.46925,M,English,correct,4.962845,animal
R3,6.263398,M,English,correct,6.59987,animal
R3,6.163315,M,English,correct,6.660575,animal
R3,6.184149,M,English,correct,7.77191,animal
R3,6.40688,M,English,correct,4.418841,animal
R3,6.175867,M,English,correct,5.023881,plant
R3,6.226537,M,English,correct,1.791759,plant
R3,6.276643,M,English,correct,2.890372,animal
R3,6.464588,M,English,correct,2.833213,plant
R3,6.139885,M,English,correct,5.880533,animal
R3,6.196444,M,English,correct,5.192957,plant
R3,6.660575,M,English,correct,4.454347,plant
R3,6.447306,M,English,correct,2.484907,plant
R3,6.393591,M,English,correct,2.995732,animal
R3,6.388561,M,English,correct,3.555348,plant
R3,6.165418,M,English,incorrect,4.007333,animal
R3,6.481577,M,English,correct,4.49981,plant
R3,6.253829,M,English,correct,4.75359,plant
R3,6.267201,M,English,correct,5.652489,animal
R3,6.34388,M,English,correct,4.70953,animal
R3,6.167516,M,English,correct,5.347108,animal
S,6.118097,F,English,correct,5.700444,animal
S,6.161207,F,English,correct,6.304449,plant
S,6.25575,F,English,correct,2.70805,animal
S,6.230481,F,English,correct,3.951244,animal
S,6.234411,F,English,correct,1.791759,plant
S,6.285998,F,English,correct,4.624973,animal
S,6.23637,F,English,correct,4.060443,plant
S,6.142037,F,English,correct,4.75359,plant
S,6.224558,F,English,correct,4.844187,animal
S,6.329721,F,English,correct,5.545177,plant
S,6.663133,F,English,correct,5.805135,animal
S,6.357842,F,English,correct,4.60517,animal
S,6.605298,F,English,correct,4.70953,animal
S,6.418365,F,English,correct,6.577861,animal
S,6.921658,F,English,correct,2.995732,animal
S,6.973543,F,English,correct,4.248495,animal
S,6.190315,F,English,correct,4.976734,plant
S,6.265301,F,English,correct,3.332205,plant
S,6.452049,F,English,correct,2.484907,plant
S,6.282267,F,English,correct,2.833213,plant
S,6.869014,F,English,correct,3.663562,plant
S,6.291569,F,English,correct,5.783825,animal
S,6.926577,F,English,correct,3.970292,animal
S,6.508769,F,English,correct,5.117994,animal
S,6.543912,F,English,correct,3.663562,plant
S,6.383507,F,English,correct,3.828641,plant
S,7.142037,F,English,correct,4.615121,animal
S,6.638568,F,English,correct,2.484907,plant
S,6.324359,F,English,correct,4.59512,plant
S,6.43615,F,English,correct,7.77191,animal
S,6.385194,F,English,correct,5.023881,plant
S,6.472346,F,English,correct,3.988984,plant
S,6.347389,F,English,correct,3.044522,plant
S,6.621406,F,English,correct,5.214936,animal
S,6.238325,F,English,correct,6.378426,plant
S,6.261492,F,English,correct,5.587249,plant
S,6.309918,F,English,correct,4.454347,plant
S,6.315358,F,English,correct,5.918894,animal
S,6.398595,F,English,correct,7.667626,animal
S,6.665684,F,English,correct,5.537334,plant
S,6.423247,F,English,correct,4.442651,plant
S,6.458338,F,English,correct,5.880533,animal
S,6.535241,F,English,correct,4.007333,animal
S,6.315358,F,English,correct,5.652489,animal
S,6.308098,F,English,correct,5.267858,animal
S,6.190315,F,English,correct,5.347108,animal
S,6.388561,F,English,correct,3.044522,animal
S,6.347389,F,English,correct,4.682131,animal
S,6.240276,F,English,correct,4.997212,plant
S,6.228511,F,English,correct,4.812184,plant
S,6.169611,F,English,correct,6.120297,animal
S,6.318968,F,English,correct,3.044522,plant
S,6.142037,F,English,correct,6.109248,animal
S,6.661855,F,English,correct,3.433987,plant
S,6.375025,F,English,correct,5.298317,animal
S,6.109248,F,English,correct,6.098074,animal
S,6.359574,F,English,correct,4.859812,animal
S,6.388561,F,English,correct,6.660575,animal
S,6.192362,F,English,correct,2.890372,animal
S,6.198479,F,English,incorrect,4.043051,animal
S,6.378426,F,English,correct,5.631212,plant
S,6.280396,F,English,correct,5.541264,animal
S,6.148468,F,English,correct,4.962845,animal
S,6.416732,F,English,correct,4.49981,plant
S,6.356108,F,English,correct,6.228511,animal
S,6.291569,F,English,correct,4.204693,plant
S,6.356108,F,English,correct,4.727388,plant
S,6.089045,F,English,correct,5.129899,animal
S,6.188264,F,English,correct,3.555348,plant
S,6.135565,F,English,correct,6.063785,animal
S,6.025866,F,English,correct,6.59987,animal
S,6.582025,F,English,correct,3.332205,animal
S,6.120297,F,English,correct,6.461468,plant
S,6.400257,F,English,correct,4.418841,animal
S,6.2186,F,English,correct,5.192957,plant
S,6.429719,F,English,correct,3.637586,animal
S,6.318968,F,English,correct,7.086738,animal
S,6.612041,F,English,correct,2.079442,plant
S,6.391917,F,English,correct,4.127134,plant
T1,6.204558,F,English,correct,6.59987,animal
T1,6.240276,F,English,correct,7.086738,animal
T1,6.375025,F,English,correct,3.433987,plant
T1,6.715383,F,English,correct,5.545177,plant
T1,6.357842,F,English,correct,2.833213,plant
T1,6.300786,F,English,correct,1.791759,plant
T1,6.326149,F,English,correct,4.204693,plant
T1,6.413459,F,English,correct,5.117994,animal
T1,6.342121,F,English,correct,4.75359,plant
T1,6.177944,F,English,correct,3.044522,plant
T1,6.295266,F,English,correct,5.805135,animal
T1,6.74876,F,English,incorrect,3.044522,animal
T1,6.680855,F,English,correct,2.079442,plant
T1,6.276643,F,English,correct,5.267858,animal
T1,6.45047,F,English,correct,4.060443,plant
T1,6.593045,F,English,correct,2.890372,animal
T1,6.188264,F,English,correct,6.098074,animal
T1,6.39693,F,English,correct,4.844187,animal
T1,6.507278,F,English,correct,3.637586,animal
T1,6.340359,F,English,correct,5.587249,plant
T1,6.381816,F,English,correct,4.007333,animal
T1,6.452049,F,English,correct,5.214936,animal
T1,6.249975,F,English,correct,5.783825,animal
T1,6.306275,F,English,correct,6.228511,animal
T1,6.745236,F,English,correct,3.663562,plant
T1,6.452049,F,English,correct,4.442651,plant
T1,6.278521,F,English,correct,2.995732,animal
T1,6.113682,F,English,correct,2.484907,plant
